route_id,agency_id,route_short_name,route_long_name,route_desc,route_type
"1502","110","505R3","JMALBR505","Ramal 3 - San Francisco Solano - Est. Burzaco x Vasco Nuñez de Balboa: Ramal 3 - Est. Burzaco x Vasco Nuñez de Balboa",3
"1503","110","505R3","JMALBR505","Ramal 3 - San Francisco Solano - Est. Burzaco x Vasco Nuñez de Balboa: Ramal 3 - San Francisco Solano",3
"1504","110","505R4","JMALBR505","Ramal 4 - San Francisco Solano - Est. Adrogue: Ramal 4 - Est. Adrogue",3
"1505","110","505R4","JMALBR505","Ramal 4 - San Francisco Solano - Est. Adrogue: Ramal 4 - San Francisco Solano",3
"1506","110","505R5","JMALBR505","Ramal 5 - San Francisco Solano - Est. Burzacox Leroux: Ramal 5 - Est. Burzacox Leroux",3
"1507","110","505R5","JMALBR505","Ramal 5 - San Francisco Solano - Est. Burzacox Leroux: Ramal 5 - San Francisco Solano",3
"1508","110","505R6","JMALBR505","Ramal 6 - San Francisco Solano - Est. Claypole: Ramal 6 - Est. Claypole",3
"1509","110","505R6","JMALBR505","Ramal 6 - San Francisco Solano - Est. Claypole: Ramal 6 - San Francisco Solano",3
"1511","110","506R1","JMALBR506","Ramal 1 - Est. Glew - Tapin y Larreta: Ramal 1 - Est. Glew",3
"1510","110","506R1","JMALBR506","Ramal 1 - Est. Glew - Tapin y Larreta: Ramal 1 - Tapin y Larreta",3
"1512","110","506R2","JMALBR506","Ramal 2 - Est. Glew - Bº Gendarmería: Ramal 2 - B° Gendarmerí­a",3
"1513","110","506R2","JMALBR506","Ramal 2 - Est. Glew - Bº Gendarmería: Ramal 2 - Est. Glew",3
"1514","110","506R3","JMALBR506","Ramal 3 - Est. Glew - Donato Alvarez y Garay - Bº San José x Bynnon: R3 - D.Alvarez y Garay - B° San José x Bynnon",3
"1515","110","506R3","JMALBR506","Ramal 3 - Est. Glew - Donato Alvarez y Garay - Bº San José x Bynnon: Ramal 3 - Est. Glew",3
"1516","110","506R4","JMALBR506","Ramal 4 - Est. Glew - Donato Alvarez y Garay - Bº San José x Htal. Oñativa: R4 - D.Alvarez y Garay-B° San José x Htal.Oñativa",3
"1517","110","506R4","JMALBR506","Ramal 4 - Est. Glew - Donato Alvarez y Garay - Bº San José x Htal. Oñativa: Ramal 4 - Est. Glew",3
"1519","110","506R5","JMALBR506","Ramal 5 - Est. Adrogue - Est. Claypole: Ramal 5 - Est. Adrogue",3
"1518","110","506R5","JMALBR506","Ramal 5 - Est. Adrogue - Est. Claypole: Ramal 5 - Est. Claypole",3
"1520","110","506R6","JMALBR506","Ramal 6 - Est. Adrogue - Donato Alvarez y Garay - Barro San José: Ramal 6 - Donato Alvarez y Garay - Barro San José",3
"1521","110","506R6","JMALBR506","Ramal 6 - Est. Adrogue - Donato Alvarez y Garay - Barro San José: Ramal 6 - Est. Adrogue",3
"1623","410","514A","JMALBR514","Bº Lindo - Est. Claypole: a B° Lindo",3
"1622","410","514A","JMALBR514","Bº Lindo - Est. Claypole: a Est. Claypole",3
"1624","410","514B","JMALBR514","Loma Verde - Est. Claypole: a Est. Claypole",3
"1625","410","514B","JMALBR514","Loma Verde - Est. Claypole: a Loma Verde",3
"1626","410","514R4","JMALBR514","Ruta 4 - Est. Burzaco: a Est. Burzaco",3
"1627","410","514R4","JMALBR514","Ruta 4 - Est. Burzaco: a Ruta 4",3
"874","11","570R1","JMAVEL570","Molinedo y Entre Rios Avellaneda - Guemes y Eva Peron Avellaneda: a Guemes y Eva Peron Avellaneda",3
"875","11","570R1","JMAVEL570","Molinedo y Entre Rios Avellaneda - Guemes y Eva Peron Avellaneda: a Molinedo y Entre Rios Avellaneda",3
"876","11","570R4","JMAVEL570","Frias y Montaña Avellaneda - Virrey del Pino y Las Flores Avellaneda: a a Frias y Montaña Avellaneda",3
"524","215","500HA","JMFVAR500","Av. S. Martin y Sperandio - Bº Santa Rosa: a Av. S. Martin y Sperandio",3
"523","215","500HA","JMFVAR500","Av. S. Martin y Sperandio - Bº Santa Rosa: a B° Santa Rosa",3
"526","215","503A","JMFVAR503","Ramal A - Av. San Martin y Sperandio - U. Penitenciaria Fcio. Varela: Ramal A - Av. San Martin y Sperandio",3
"525","215","503A","JMFVAR503","Ramal A - Av. San Martin y Sperandio - U. Penitenciaria Fcio. Varela: Ramal A - U. Penitenciaria Fcio. Varela",3
"530","215","503B","JMFVAR503","Ramal B - TR. Av. San Martin y Sperandio - U. Penitenciaria Fcio. Varela: Ramal B - TR. Av. San Martin y Sperandio",3
"529","215","503B","JMFVAR503","Ramal B - TR. Av. San Martin y Sperandio - U. Penitenciaria Fcio. Varela: Ramal B - U. Penitenciaria Fcio. Varela",3
"1270","75","505D","JMFVAR505","Av. Hudson y Rio Diamante - Av. Calchaqui y Galarza: a Complejo Santa Rosa",3
"1269","75","505D","JMFVAR505","Av. Hudson y Rio Diamante - Av. Calchaqui y Galarza: a Htal. El Cruce",3
"532","215","506A","JMFVAR506","Av. San Martin y Sperandio - Bº Mayol: a Av. San Martin y Sperandio",3
"531","215","506A","JMFVAR506","Av. San Martin y Sperandio - Bº Mayol: a B° Mayol",3
"1362","98","670A","JMGNSM670","Ramal Blanco: Ramal Blanco - IDA",3
"1363","98","670A","JMGNSM670","Ramal Blanco: Ramal Blanco - VUELTA",3
"1364","98","670B","JMGNSM670","Ramal Verde: Ramal Verde - IDA",3
"1365","98","670B","JMGNSM670","Ramal Verde: Ramal Verde - VUELTA",3
"1366","98","670C","JMGNSM670","Ramal Rojo: Ramal Rojo - IDA",3
"1367","98","670C","JMGNSM670","Ramal Rojo: Ramal Rojo - VUELTA",3
"1368","98","670D","JMGNSM670","Ramal Azul: Ramal Azul - IDA",3
"1369","98","670D","JMGNSM670","Ramal Azul: Ramal Azul - VUELTA",3
"1372","98","670E","JMGNSM670","Ramal Amarillo: Ramal Amarillo - IDA",3
"1373","98","670E","JMGNSM670","Ramal Amarillo: Ramal Amarillo - VUELTA",3
"1375","98","670F","JMGNSM670","Naranja 3: Naranja 3 - VUELTA",3
"1376","98","670G","JMGNSM670","Naranja 1 - 2: Naranja 1 - 2 - IDA",3
"1377","98","670G","JMGNSM670","Naranja 1 - 2: Naranja 1 - 2 - VUELTA",3
"1482","54","504RA","JMITUZ504","Ramal A: a Caaguazú - Ituzaingo",3
"1481","54","504RA","JMITUZ504","Ramal A: a Los Cardales - Ituzaingo",3
"1732","446","AZUL1","JMJUNIAZUL","Av. Pastor Bauman y del Valle Iberlucea x Av. Pastor Bauman: x Av. Pastor Bauman",3
"1733","446","AZUL2","JMJUNIAZUL","Av. Pastor Bauman y del Valle Iberlucea x Int. De La Sota: x Int. de La Sota",3
"1731","446","ROJA","JMJUNIROJA","Dr. Benito De Miguel y Soldado Argentino-Parque Industrial: a Dr. Benito de Miguel y Soldado Argentino",3
"1730","446","ROJA","JMJUNIROJA","Dr. Benito De Miguel y Soldado Argentino-Parque Industrial: a Parque Industrial",3
"1729","446","VERDE","JMJUNIVERDE","Villa del Parque-Clinica La Pequeña Familia: a Clinica La Pequeña Familia",3
"2238","446","VERDE","JMJUNIVERDE","Villa del Parque-Clinica La Pequeña Familia: a Clinica La Pequeña Familia",3
"2236","446","VERDE","JMJUNIVERDE","Villa del Parque-Clinica La Pequeña Familia: a Villa del Parque",3
"1728","446","VERDE","JMJUNIVERDE","Villa del Parque-Clinica La Pequeña Familia: a Villa del Parque",3
"1932","139","520BB","JMLANU520","Ramal B: Ramal B - IDA",3
"1933","139","520BB","JMLANU520","Ramal B: Ramal B - VUELTA",3
"1934","139","520BB2","JMLANU520","Ramal B2: Ramal B2 - IDA",3
"1935","139","520BB2","JMLANU520","Ramal B2: Ramal B2 - VUELTA",3
"1936","139","520BC","JMLANU520","Ramal C: Ramal C - IDA",3
"1937","139","520BC","JMLANU520","Ramal C: Ramal C - VUELTA",3
"1938","139","520BD","JMLANU520","Ramal D: Ramal D - IDA",3
"1939","139","520BD","JMLANU520","Ramal D: Ramal D - VUELTA",3
"1101","140","521AA","JMLANU521","Ituzaingo y 29 de Septiembre - Lynch: a Ituzaingo y 29 de Septiembre",3
"1100","140","521AA","JMLANU521","Ituzaingo y 29 de Septiembre - Lynch: a Lynch",3
"722","174","522A","JMLANU522","Cnel. Lynch y Albariños - 29 de Septiembre: a Est. Lanus",3
"721","174","522A","JMLANU522","Cnel. Lynch y Albariños - 29 de Septiembre: a Lynch y Caaguazú",3
"706","96","523A","JMLANU523","Est. Lanus - Est. Remedios de Escalada: a Est. Lanus",3
"705","96","523A","JMLANU523","Est. Lanus - Est. Remedios de Escalada: a Est. Remedios de Escalada",3
"2003","109","524A","JMLANU524","Ramal 1: Ramal 1 - IDA",3
"2004","109","524A","JMLANU524","Ramal 1: RAMAL 1 - VUELTA",3
"1103","140","526A","JMLANU526","Ituzaingo y 29 de Septiembre - La Cadorna: a Ituzaingo y 29 de Septiembre",3
"1102","140","526A","JMLANU526","Ituzaingo y 29 de Septiembre - La Cadorna: a La Cadorna",3
"719","174","527B","JMLANU527","Ramal B: B - Cno. Gral. Belgrano y Cadorna",3
"720","174","527B","JMLANU527","Ramal B: B - Est. Lanus",3
"724","174","527C","JMLANU527","Ramal C: C - Est. Lanus",3
"723","174","527C","JMLANU527","Ramal C: C - Lynch y Caaguazú",3
"1862","116","532A","JMLDZM532","Ramal A: Ramal A - IDA",3
"1863","116","532A","JMLDZM532","Ramal A: Ramal A - VUELTA",3
"1864","116","532B","JMLDZM532","Ramal B: Ramal B - IDA",3
"1865","116","532C","JMLDZM532","Ramal C: Ramal C - IDA",3
"1866","116","532C","JMLDZM532","Ramal C: Ramal C - VUELTA",3
"1867","116","532D","JMLDZM532","Ramal D: Ramal D - IDA",3
"1868","116","532D","JMLDZM532","Ramal D: Ramal D - VUELTA",3
"1471","322","540A","JMLDZM540","Est. Lomas de Zamora - Pte. La Noria: a Est. Lomas",3
"1472","322","540A","JMLDZM540","Est. Lomas de Zamora - Pte. La Noria: a Pte. La Noria",3
"1881","203","541A","JMLDZM541","Est. Bandield - A. Bello e Itati: A - Barrio Sitra - IDA",3
"1882","203","541A","JMLDZM541","Est. Bandield - A. Bello e Itati: A - Barrio Sitra - VUELTA",3
"1883","203","541B","JMLDZM541","Est. Bandield - A. Bello e Itati: B - Barrio Centenario (por Milan) - IDA",3
"1884","203","541B","JMLDZM541","Est. Bandield - A. Bello e Itati: B - Barrio Centenario (por Milan) - VUELTA",3
"1940","97","542U","JMLDZM542BAJA","Ramal A: a Est. LOMAS",3
"1941","97","542U","JMLDZM542BAJA","Ramal A: a Pte. La Noria",3
"1873","203","543A","JMLDZM543","Ramal A: Ramal A - IDA",3
"1874","203","543A","JMLDZM543","Ramal A: Ramal A - VUELTA",3
"1875","203","543B","JMLDZM543","Ramal B: Ramal B - IDA",3
"1876","203","543B","JMLDZM543","Ramal B: Ramal B - VUELTA",3
"1877","203","543C","JMLDZM543","Ramal C: Ramal C - IDA",3
"1878","203","543C","JMLDZM543","Ramal C: Ramal C - VUELTA",3
"1887","203","544A","JMLDZM544","Ramal A: Ramal A - IDA",3
"1888","203","544A","JMLDZM544","Ramal A: Ramal A - VUELTA",3
"1139","203","544B","JMLDZM544","Ramal B - Est. Lomas de Zamora - A. Bello: Ramal B - a A. Bello",3
"1140","203","544B","JMLDZM544","Ramal B - Est. Lomas de Zamora - A. Bello: Ramal B - a Est. Lomas de Zamora",3
"1988","99","548A","JMLDZM548","Ramal 1: a Est. Banfield",3
"1987","99","548A","JMLDZM548","Ramal 1: a Tribunales / Virgilio y Rodriguez",3
"1501","203","549A","JMLDZM549","Est. Temperley - Cruce de Lomas de Zamora: a Est. Temperley",3
"1473","322","550B","JMLDZM550","Est. Lomas de Zamora - Pte. La Noria: a Est. Lomas",3
"1474","322","550B","JMLDZM550","Est. Lomas de Zamora - Pte. La Noria: a Pte. La Noria",3
"1475","322","550H","JMLDZM550","Est. Lomas de Zamora - Pte. La Noria: a Est. Lomas",3
"1476","322","550H","JMLDZM550","Est. Lomas de Zamora - Pte. La Noria: a Pte. La Noria",3
"1477","322","550J","JMLDZM550","Antartida Argentina - Pte. La Noria: a Jumbo (Llavallol)",3
"1478","322","550J","JMLDZM550","Antartida Argentina - Pte. La Noria: a Pte. La Noria",3
"1870","322","552A","JMLDZM552","Est. Banfield - RN 4: a cruce de Lomas",3
"1869","322","552A","JMLDZM552","Est. Banfield - RN 4: a Est. Banfield",3
"1871","322","552B","JMLDZM552","Est. Banfield - Quiroga: a Est. Banfield",3
"1872","322","552B","JMLDZM552","Est. Banfield - Quiroga: a Quiroga y Ruta 4",3
"1879","203","561A","JMLDZM561","Pque. Industrial Semirápido: Pque. Industrial Semirápido - IDA",3
"1880","203","561A","JMLDZM561","Pque. Industrial Semirápido: Pque. Industrial Semirápido - VUELTA",3
"1885","203","562B","JMLDZM562","Ramal B: Ramal B - IDA",3
"1886","203","562B","JMLDZM562","Ramal B: Ramal B - VUELTA",3
"1889","203","562C","JMLDZM562","Ramal C: Ramal C - IDA",3
"1890","203","562C","JMLDZM562","Ramal C: Ramal C - VUELTA",3
"1225","127","564R3","JMLDZM564","Ramal 3: a Est. LOMAS DE ZAMORA",3
"1224","127","564R3","JMLDZM564","Ramal 3: a Est. TEMPERLEy",3
"1226","127","564RB","JMLDZM564","Ramal B: a B° SANTA ROSA",3
"1227","127","564RB","JMLDZM564","Ramal B: a Est. LOMAS DE ZAMORA",3
"669","149","620R1","JMLMTZ620","Ramal 1 - Av. Gral Paz - González Cata Bº Esperanza: a Gral Paz x Esperanza x G. Catán",3
"668","149","620R1","JMLMTZ620","Ramal 1 - Av. Gral Paz - González Cata Bº Esperanza: a Km 47.700 x Esperanza x G. Catán",3
"687","149","620R10","JMLMTZ620","Ramal 10 - Av. Gral Paz - Bº San Pedro: a Gral Paz X Ruta 3",3
"686","149","620R10","JMLMTZ620","Ramal 10 - Av. Gral Paz - Bº San Pedro: a Km 36.500 B. San Pedro",3
"688","149","620R11","JMLMTZ620","Ramal 11 - Av. Gral Paz - González Catán x Villa Scasso: a Est. G. Catán x Da Vinci s Scasso",3
"689","149","620R11","JMLMTZ620","Ramal 11 - Av. Gral Paz - González Catán x Villa Scasso: a Gral Paz x Scasso",3
"691","149","620R12","JMLMTZ620","Ramal 12 - Av. Gral Paz - Ramos Mejia - Villa Dorrego: a Gral Paz X Ramos Mejia",3
"690","149","620R12","JMLMTZ620","Ramal 12 - Av. Gral Paz - Ramos Mejia - Villa Dorrego: a Km 30.700 B. V. Dorrego",3
"693","149","620R13","JMLMTZ620","Ramal 13 - Av. Gral Paz - Ramos Mejia x González Catán: a Gral Paz X Ramos Mejia x G. Catán",3
"692","149","620R13","JMLMTZ620","Ramal 13 - Av. Gral Paz - Ramos Mejia x González Catán: a Gral Paz X Ramos x G. Catán Km 47.700",3
"694","149","620R14","JMLMTZ620","Ramal 14 - Av. Gral Paz - Ramos Mejia - B. Borgward: a Laferrere Borgward x Ramos Mejia",3
"670","149","620R2","JMLMTZ620","Ramal 2 - Av. Gral Paz - Bº Floresta: a Foresta",3
"671","149","620R2","JMLMTZ620","Ramal 2 - Av. Gral Paz - Bº Floresta: a Gral Paz X Ruta 3",3
"673","149","620R3","JMLMTZ620","Ramal 3 - Av. Gral Paz - Bº Independencia: a Gral Paz X Ruta 3",3
"672","149","620R3","JMLMTZ620","Ramal 3 - Av. Gral Paz - Bº Independencia: a KM 29 B. Independencia",3
"675","149","620R4","JMLMTZ620","Ramal 4 - Av. Gral Paz - Villa Dorrego: a Gral Paz X Ruta 3",3
"674","149","620R4","JMLMTZ620","Ramal 4 - Av. Gral Paz - Villa Dorrego: a Km 30 B. V. Dorrego",3
"677","149","620R5","JMLMTZ620","Ramal 5 - Av. Gral Paz - Villa Scasso x Laferrere: a Gral Paz x Laferrere",3
"676","149","620R5","JMLMTZ620","Ramal 5 - Av. Gral Paz - Villa Scasso x Laferrere: a V. Scasso x Laferrere",3
"679","149","620R6","JMLMTZ620","Ramal 6 - Av. Gral Paz - Bº Los Ceibos: a Gral Paz X Ruta 3",3
"678","149","620R6","JMLMTZ620","Ramal 6 - Av. Gral Paz - Bº Los Ceibos: a Km 32 B. Los Ceibos",3
"680","149","620R7","JMLMTZ620","Ramal 7 - Av. Gral Paz - Bº Los Ceibos x González Catán: a B. Los Ceibos X G. Catán x 31 R. Mejia",3
"681","149","620R7","JMLMTZ620","Ramal 7 - Av. Gral Paz - Bº Los Ceibos x González Catán: a Gral Paz x Ramos Mejia",3
"683","149","620R8","JMLMTZ620","Ramal 8 - Av. Gral Paz - KM 38 x González Catán y Bº Esperanza: a Gral Paz x G. Catán",3
"682","149","620R8","JMLMTZ620","Ramal 8 - Av. Gral Paz - KM 38 x González Catán y Bº Esperanza: a Km 38 x Est Catán x Esperanza",3
"685","149","620R9","JMLMTZ620","Ramal 9 - Av. Gral Paz - KM 39 x Bº Esperanza: a Gral Paz X Ruta 3",3
"684","149","620R9","JMLMTZ620","Ramal 9 - Av. Gral Paz - KM 39 x Bº Esperanza: a KM 39 B. Esperanza",3
"695","149","620Ro1","JMLMTZ620","Rondin 1 - González Catán - Los Ceibos x Equiza: Los Ceibos x KM 32 X G. Catán - IDA",3
"696","149","620Ro1","JMLMTZ620","Rondin 1 - González Catán - Los Ceibos x Equiza: Los Ceibos x KM 32 x G. Catán - VUELTA",3
"697","149","620Ro2","JMLMTZ620","Rondin 2 - González Catán - Los Ceibos x Dragones: a Los Ceibos x 33 x Catán",3
"698","149","620Ro2","JMLMTZ620","Rondin 2 - González Catán - Los Ceibos x Dragones: a Los Ceibos x km33 x G. Catán",3
"700","149","620Ro3","JMLMTZ620","Rondin 3 - González Catán - Bº San Pedro: a Est. G. Catán",3
"699","149","620Ro3","JMLMTZ620","Rondin 3 - González Catán - Bº San Pedro: a San Pedro KM35 X Campana",3
"701","149","620Ro4","JMLMTZ620","Rondin 4 - González Catán - Villa Dorrego: a Dorrego 30.700 Km 29",3
"702","149","620Ro4","JMLMTZ620","Rondin 4 - González Catán - Villa Dorrego: a Dorrego KM 30 x 31 Catán",3
"667","149","620T","JMLMTZ620","Av. Gral. Paz - RN 3: a Gral Paz X Ruta 3",3
"666","149","620T","JMLMTZ620","Av. Gral. Paz - RN 3: a Ruta 3 Km 47.700",3
"955","60","621R1","JMLMTZ621","Ramos Mejia - Bº Esperanza: a B° Esperanza",3
"956","60","621R1","JMLMTZ621","Ramos Mejia - Bº Esperanza: a Ramos Mejia",3
"958","60","621R2","JMLMTZ621","Ramos Mejia - Villa Scasso: a Ramos Mejia",3
"957","60","621R2","JMLMTZ621","Ramos Mejia - Villa Scasso: a Villa Scasso",3
"961","60","621R5","JMLMTZ621","Ramos Mejia - La Foresta: a La Foresta",3
"962","60","621R5","JMLMTZ621","Ramos Mejia - La Foresta: a Ramos Mejia",3
"964","60","621R6","JMLMTZ621","Ramos Mejia - Villa Scasso - Laferrere: a Ramos Mejia",3
"963","60","621R6","JMLMTZ621","Ramos Mejia - Villa Scasso - Laferrere: a Villa Scasso - Laferrere",3
"965","60","621R7","JMLMTZ621","Ramos Mejia - Las Casitas x El Talita: a Las Casitas x El Talita",3
"966","60","621R7","JMLMTZ621","Ramos Mejia - Las Casitas x El Talita: a Ramos Mejia",3
"967","60","621R8","JMLMTZ621","Ramos Mejia - Cdad. Evitax Htal. Materno Infantil: a Cdad. Evitax Htal. Materno Infantil",3
"968","60","621R8","JMLMTZ621","Ramos Mejia - Cdad. Evitax Htal. Materno Infantil: a Ramos Mejia",3
"970","60","621R9","JMLMTZ621","Bº Esperanza - Mercado Central: a B° Esperanza",3
"969","60","621R9","JMLMTZ621","Bº Esperanza - Mercado Central: a Mercado Central",3
"972","60","621RND10","JMLMTZ621","González Catan - KM.28 Ruta 3: a González Catan",3
"971","60","621RND10","JMLMTZ621","González Catan - KM.28 Ruta 3: a KM.28 Ruta 3",3
"974","60","621RND11","JMLMTZ621","Ruta 1001 - Ruta 3 x Villa Scasso: a Ruta 1001 x Villa Scasso",3
"973","60","621RND11","JMLMTZ621","Ruta 1001 - Ruta 3 x Villa Scasso: a Ruta 3 x Villa Scasso",3
"939","171","622R1","JMLMTZ622","Villa Union x Elxvenir - Villa Insuperable - Villa Scasso: V.Union xEl Povenir-V.Insuperable-V.Scasso - IDA",3
"940","171","622R1","JMLMTZ622","Villa Union x Elxvenir - Villa Insuperable - Villa Scasso: V.Union xEl Povenir-V.Insuperable-V.Scasso-VUELTA",3
"942","171","622R2","JMLMTZ622","Villa Dorrego - Villa Insuperable: a Villa Dorrego",3
"941","171","622R2","JMLMTZ622","Villa Dorrego - Villa Insuperable: a Villa Insuperable",3
"944","171","622R3","JMLMTZ622","Escuela N° 135 - Villa Insuperable: a Escuela NÂ° 135",3
"943","171","622R3","JMLMTZ622","Escuela N° 135 - Villa Insuperable: a Villa Insuperable",3
"947","171","622R4","JMLMTZ622","Villa Insuperable - Laferrere: a Laferrere",3
"948","171","622R4","JMLMTZ622","Villa Insuperable - Laferrere: a Villa Insuperable",3
"950","171","622Ro5","JMLMTZ622","Escuela N° 135 - González Catan: a Escuela NÂ° 135",3
"949","171","622Ro5","JMLMTZ622","Escuela N° 135 - González Catan: a González Catan",3
"952","171","622Ro6","JMLMTZ622","Escuela N° 135 - Ruta 3 KM. 41: a Escuela NÂ° 135",3
"951","171","622Ro6","JMLMTZ622","Escuela N° 135 - Ruta 3 KM. 41: a Ruta 3 KM. 41",3
"953","171","622Ro7","JMLMTZ622","Villa Scasso - Villa Dorrego: a Villa Dorrego",3
"954","171","622Ro7","JMLMTZ622","Villa Scasso - Villa Dorrego: a Villa Scasso",3
"1109","74","624A","JMLMTZ624","Cement. de Villegas - Est. Ramos Mejia x Leon Gallo: a Cement. de Villegas x Leon Gallo",3
"1108","74","624A","JMLMTZ624","Cement. de Villegas - Est. Ramos Mejia x Leon Gallo: a Est. Ramos Mejia x Leon Gallo",3
"1110","74","624B","JMLMTZ624","Cement. de Villegas - Bº Central x Mocoreta: a B° Central x Mocoreta",3
"1111","74","624B","JMLMTZ624","Cement. de Villegas - Bº Central x Mocoreta: a Cement. de Villegas x Mocoreta",3
"1112","74","624C","JMLMTZ624","Bº Bid - Atalaya: a Atalaya",3
"1113","74","624C","JMLMTZ624","Bº Bid - Atalaya: a B° Bid",3
"1115","74","624D","JMLMTZ624","La Tablada - Los Pinos: a La Tablada",3
"1114","74","624D","JMLMTZ624","La Tablada - Los Pinos: a Los Pinos",3
"1117","74","624E","JMLMTZ624","Los Pinos - Ramos Mejia: a Los Pinos",3
"1116","74","624E","JMLMTZ624","Los Pinos - Ramos Mejia: a Ramos Mejia",3
"1669","171","628RTr","JMLMTZ628","Universidad San Justo - Mendeville: a Mendeville",3
"1670","171","628RTr","JMLMTZ628","Universidad San Justo - Mendeville: a Universidad San Justo",3
"1065","76","630R1","JMLMTZ630","Pza. San Justo: Pza. San Justo - IDA",3
"1066","76","630R1","JMLMTZ630","Pza. San Justo: Pza. San Justo - VUELTA",3
"1067","76","630R2","JMLMTZ630","Laferrere x RP 21: Laferrere x RP 21 - IDA",3
"1068","76","630R2","JMLMTZ630","Laferrere x RP 21: Laferrere x RP 21 - VUELTA",3
"1069","76","630R3","JMLMTZ630","Laferrere x Victor Martinez: Laferrere x Victor Martinez - IDA",3
"1070","76","630R3","JMLMTZ630","Laferrere x Victor Martinez: Laferrere x Victor Martinez - VUELTA",3
"1071","76","630R4","JMLMTZ630","Isidro Casanova: Isidro Casanova - IDA",3
"1414","129","506R80A","JMLPLA506","Ramal 80A - 66 y 170 - 1 y 41: 80 Hospitales",3
"1415","129","506R80A","JMLPLA506","Ramal 80A - 66 y 170 - 1 y 41: 80 Hospitales x Av 66",3
"1417","129","506R80B","JMLPLA506","Ramal 80B - 66 y 170 - 1 y 41: 80 Hospitales",3
"1416","129","506R80B","JMLPLA506","Ramal 80B - 66 y 170 - 1 y 41: 80 Hospitales x Av 66",3
"1660","165","520CA","JMLPLA520","Ramal A: 19 - IDA",3
"1661","165","520CB","JMLPLA520","Ramal B: 2 - IDA",3
"1662","165","520CB","JMLPLA520","Ramal B: 2 - VUELTA",3
"1424","311","503R16","JMLPLAESTE","32 y 122 - 122 y 610: 16 - IDA",3
"1427","311","503R61","JMLPLAESTE","32 y 122 - 12 Bis y 85: 61 - IDA",3
"1428","311","503R61","JMLPLAESTE","32 y 122 - 12 Bis y 85: 61 - VUELTA",3
"1429","311","503R80","JMLPLAESTE","7 y 622 - Cno. Gral. Belgrano y 501: 80 - IDA",3
"1430","311","503R80","JMLPLAESTE","7 y 622 - Cno. Gral. Belgrano y 501: 80 - VUELTA",3
"327","165","NORTE11","JMLPLANORTE","31 y 513 - 7 y 60: 11 - IDA",3
"328","165","NORTE11","JMLPLANORTE","31 y 513 - 7 y 60: 11 - VUELTA",3
"329","165","NORTE12","JMLPLANORTE","12 y 467 - 14 y 54: 12 - IDA",3
"330","165","NORTE12","JMLPLANORTE","12 y 467 - 14 y 54: 12 - VUELTA",3
"333","165","NORTE15","JMLPLANORTE","31 y 513 - 1 y 60: 15 - IDA",3
"334","165","NORTE15","JMLPLANORTE","31 y 513 - 1 y 60: 15 - VUELTA",3
"335","165","NORTE18","JMLPLANORTE","31 y 513 - 7 y 60: 18 - IDA",3
"336","165","NORTE18","JMLPLANORTE","31 y 513 - 7 y 60: 18 - VUELTA",3
"644","120","OE16V","JMLPLAOESTE","Ramal 16 V: a ROMERO",3
"3","120","OE18","JMLPLAOESTE","Ramal 18: a ROMERO",3
"182","120","OE19","JMLPLAOESTE","Ramal 19: a Hernández",3
"183","120","OE19","JMLPLAOESTE","Ramal 19: a HTAL SAN MARTIN",3
"4","120","OE27","JMLPLAOESTE","Ramal 27: 44 y 171",3
"5","120","OE27","JMLPLAOESTE","Ramal 27: Est. - 40 y 115",3
"645","120","OE61V","JMLPLAOESTE","Ramal 61 V: a EL PELIGRO",3
"646","120","OE61V","JMLPLAOESTE","Ramal 61 V: a Htal. SAN MARTIN",3
"186","120","OE62","JMLPLAOESTE","Ramal 62: a ETCHEVERRy",3
"187","120","OE62","JMLPLAOESTE","Ramal 62: a HTAL SAN MARTIN",3
"6","120","OE66","JMLPLAOESTE","Ramal 66: a Pza. Moreno",3
"10","120","OE85","JMLPLAOESTE","Ramal 85: a Est. - 40 y 115",3
"9","120","OE85","JMLPLAOESTE","Ramal 85: a Ruta 36 y 460",3
"513","165","SUR10","JMLPLASUR","Ramal 10: 10 - IDA",3
"514","165","SUR10","JMLPLASUR","Ramal 10: 10 - VUELTA",3
"517","165","SUR19","JMLPLASUR","Ramal 19: 19 - IDA",3
"518","165","SUR19","JMLPLASUR","Ramal 19: 19 - VUELTA",3
"743","162","500DA","JMMERL500D","Est. Padua - San Lorenzo: a 20 de Junio - Est.Merlo",3
"742","162","500DA","JMMERL500D","Est. Padua - San Lorenzo: a Est. Merlo - 20 de Junio",3
"744","162","500DB","JMMERL500D","Est. Padua - Crice Maríano Acosta: a Est. Merlo - Pearson",3
"745","162","500DB","JMMERL500D","Est. Padua - Crice Maríano Acosta: a Pearson - Est. Merlo",3
"746","162","500DC","JMMERL500D","Est. Padua - Villa Magdalena - Pontevedra: a Est. Padua-El Ceibo-Est. Merlo-Htal. Malvinas",3
"747","162","500DC","JMMERL500D","Est. Padua - Villa Magdalena - Pontevedra: a Htal. Malvinas-Est. Merlo-El Ceibo-Est. Padua",3
"749","162","500DD","JMMERL500D","Est. Padua - Bº Rivadavia - Campanilla: a Distrito Militar - La Teja x Libertad",3
"748","162","500DD","JMMERL500D","Est. Padua - Bº Rivadavia - Campanilla: a La Teja x Libertad - Distrito Militar",3
"750","162","500DE","JMMERL500D","Est. Merlo - Ombu - Lasalle: a Est. Merlo - x Libertad - Lasalle",3
